Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
Pax2 (mouse),3/1516,0.7974059441178363,1,0,0,0.7195970256656273,0.1629105706562643,TMLHE;MFNG;UGT1A5,TRANSFAC and JASPAR PWMs
RBPJ (human),3/1535,0.8044303785013935,1,0,0,0.7106899615042939,0.1546609580430821,APC;CASC1;ZNF365,TRANSFAC and JASPAR PWMs
TEAD1 (human),3/1547,0.8087638787392262,1,0,0,0.7051771757654112,0.14967263742307552,MFNG;PLXNA2;UGT1A9,TRANSFAC and JASPAR PWMs
YY1 (human),14/6042,0.8193845920545622,1,0,0,0.842586741295778,0.1678447264153983,CCL25;METTL2B;UGT1A1;SIRT4;MYO16;ENOX1;POM121L4P;TMCO6;TMLHE;APC;POM121L8P;REPS2;POM121L1P;ZNF365,TRANSFAC and JASPAR PWMs
SMAD4 (mouse),3/1580,0.8202774912351833,1,0,0,0.6904487917146145,0.1367865997865547,PLAGL2;CGGBP1;C1QL1,TRANSFAC and JASPAR PWMs
NFKB1 (mouse),7/3284,0.8205492379768915,1,0,0,0.7751079614660614,0.15330190717679112,TMCO6;SLC34A1;MFNG;SIRT4;OIP5;CGGBP1;ENOX1,TRANSFAC and JASPAR PWMs
Nkx3-2 (mouse),2/1122,0.8220573107280451,1,0,0,0.6481931615621456,0.12701031617307526,APC;PLAGL2,TRANSFAC and JASPAR PWMs
TEAD2 (mouse),3/1591,0.8239860713527842,1,0,0,0.6856751042797555,0.13274783355027386,GFRA2;CGGBP1;C1QL1,TRANSFAC and JASPAR PWMs
EGR1 (mouse),3/1617,0.8325004919802462,1,0,0,0.674650025299376,0.12367783178306634,REPS2;PLAGL2;C1QL1,TRANSFAC and JASPAR PWMs
USF2 (human),8/3792,0.8439849091562146,1,0,0,0.7671653241273494,0.13012709220766921,CCL25;CORT;IK;UGT1A1;APC;MFNG;SIRT4;MYO16,TRANSFAC and JASPAR PWMs
RELA (mouse),3/1656,0.8446265124673981,1,0,0,0.6587615283267457,0.11123896338238963,GOSR1;REPS2;HIST1H4I,TRANSFAC and JASPAR PWMs
CACYBP (mouse),3/1656,0.8446265124673981,1,0,0,0.6587615283267457,0.11123896338238963,INPP4A;SLC34A1;CCDC7,TRANSFAC and JASPAR PWMs
MYC (mouse),3/1699,0.8571318005884736,1,0,0,0.6420889293167104,0.09898672752350748,INPP4A;CORT;TTC39A,TRANSFAC and JASPAR PWMs
STAT5B (mouse),3/1729,0.8653415052622078,1,0,0,0.630947999369052,0.0912546692423923,GOSR1;SIRT4;UGT1A9,TRANSFAC and JASPAR PWMs
TP53 (mouse),2/1266,0.8710313940387916,1,0,0,0.5744650294413328,0.07932055671787516,OIP5;UGT1A9,TRANSFAC and JASPAR PWMs
POU2F2 (mouse),3/1754,0.8718718197813279,1,0,0,0.6219550119208045,0.0852780314346597,ANKRD26;IL25;REPS2,TRANSFAC and JASPAR PWMs
JUND (mouse),3/1764,0.8744068177277035,1,0,0,0.6184291898577613,0.08299910025656308,TMCO6;SLC34A1;PLAGL2,TRANSFAC and JASPAR PWMs
MYC (human),2/1302,0.8812133201719233,1,0,0,0.5585812037424941,0.07063569234567468,UGT1A1;APC,TRANSFAC and JASPAR PWMs
ARNT (human),2/1303,0.8814855060425637,1,0,0,0.5581525151747715,0.07040910885859712,ZNF174;CGGBP1,TRANSFAC and JASPAR PWMs
MZF1 1-4 (human),5/2705,0.8818854346039336,1,0,0,0.6721559401781213,0.08448538003793814,ANKRD26;MFNG;GOSR1;KLK5;PLAGL2,TRANSFAC and JASPAR PWMs
Sox2 (mouse),3/1797,0.8824683518884205,1,0,0,0.607072393382911,0.07590368960421764,INPP4A;ANKRD26;GOSR1,TRANSFAC and JASPAR PWMs
CACYBP (human),2/1350,0.8936595558882444,1,0,0,0.5387205387205387,0.06056855827801145,CCL25;C1QL1,TRANSFAC and JASPAR PWMs
NRF1 (human),2/1356,0.8951291743264203,1,0,0,0.5363368195226602,0.05941927716028615,ANKRD26;APC,TRANSFAC and JASPAR PWMs
SREBF2 (human),2/1361,0.8963397314827063,1,0,0,0.5343664417874557,0.058478804766924936,CCDC121;TTC39A,TRANSFAC and JASPAR PWMs
CRX (human),2/1362,0.8965803129619183,1,0,0,0.5339741022560406,0.058292567047892804,SIRT4;OIP5,TRANSFAC and JASPAR PWMs
PLAU (human),2/1362,0.8965803129619183,1,0,0,0.5339741022560406,0.058292567047892804,CCL25;TTC39A,TRANSFAC and JASPAR PWMs
LTF (human),2/1363,0.8968203865270677,1,0,0,0.5335823384245982,0.05810694321834172,TMLHE;APC,TRANSFAC and JASPAR PWMs
TCFAP2A (human),2/1367,0.8977756203860735,1,0,0,0.5320210148300858,0.05737054350810233,GFRA2;C1QL1,TRANSFAC and JASPAR PWMs
FOXO3A (human),1/813,0.89828698950578445,1,0,0,0.44727720004472776,0.04797749046816392,METTL2B,TRANSFAC and JASPAR PWMs
FOXF2 (human),2/1379,0.9005932306685581,1,0,0,0.5273913903355528,0.055218715860671376,SIRT4;REPS2,TRANSFAC and JASPAR PWMs
NR5A1 (human),2/1389,0.902886986891756,1,0,0,0.5235944760782774,0.05348930497609878,MAGEB2;CASC1,TRANSFAC and JASPAR PWMs
ARID3A (mouse),3/1893,0.9034218995875618,1,0,0,0.5762858377755368,0.058530825390354466,TMLHE;SLC34A1;CGGBP1,TRANSFAC and JASPAR PWMs
FOS (human),2/1394,0.9040156688039621,1,0,0,0.5217164471109952,0.052645668966962406,CGGBP1;ZNF365,TRANSFAC and JASPAR PWMs
ETV4 (human),2/1403,0.9060171683954822,1,0,0,0.5183697272079311,0.05116154912450604,TMCO6;PLXNA2,TRANSFAC and JASPAR PWMs
SP1 (human),2/1406,0.9066758155293886,1,0,0,0.5172636751584121,0.05067648661771639,GFRA2;C1QL1,TRANSFAC and JASPAR PWMs
NFIA (human),2/1416,0.9088409526888652,1,0,0,0.5136106831022086,0.04909356427982332,CCDC121;SLC34A1,TRANSFAC and JASPAR PWMs
GATA2 (human),23/9985,0.90999570418528275,1,0,0,0.8376200664633313,0.07900047174877356,CCDC121;IL25;UGT1A1;SIRT4;ARHGAP19;GFRA2;MYO16;ENOX1;INPP4A;TMCO6;APC;SCGB1D2;MFNG;CCDC7;MAGEB2;UGT1A5;OIP5;UGT1A3;UGT1A9;ZCCHC4;POM121L1P;CGGBP1;ZNF365,TRANSFAC and JASPAR PWMs
ZNF354C (human),2/1430,0.9117949812957952,1,0,0,0.5085823267641449,0.04696255073878511,MFNG;KLK5,TRANSFAC and JASPAR PWMs
E2F1 (human),8/4207,0.9164862526573349,1,0,0,0.6914882122868812,0.06030345036589695,METTL2B;ZNF174;IL25;SLC34A1;MAGEB2;OIP5;KIF2C;GFRA2,TRANSFAC and JASPAR PWMs
TEAD2 (human),2/1486,0.9227542248375125,1,0,0,0.48941637097760926,0.03934533637765475,KLK5;NUDT4,TRANSFAC and JASPAR PWMs
JDP2 (human),2/1488,0.923121393906118,1,0,0,0.4887585532746824,0.03909801178023951,APC;PLAGL2,TRANSFAC and JASPAR PWMs
ESR1 (human),2/1513,0.9275772907683484,1,0,0,0.48068256924833264,0.03613730967142913,INPP4A;OIP5,TRANSFAC and JASPAR PWMs
THRB (human),3/2034,0.9282421350338463,1,0,0,0.5363368195226602,0.03993706562473509,CORT;KLK5;REPS2,TRANSFAC and JASPAR PWMs
HOXA5 (human),5/3000,0.9304633746426517,1,0,0,0.6060606060606062,0.04368034219234678,INPP4A;METTL2B;IK;NDUFA2;ZCCHC4,TRANSFAC and JASPAR PWMs
SMAD4 (human),2/1542,0.9324468727515682,1,0,0,0.4716424949887985,0.0329881391381937,APC;MYO16,TRANSFAC and JASPAR PWMs
HOXD9 (human),2/1543,0.9326092585301641,1,0,0,0.4713368290814824,0.03288468367555462,INPP4A;ANKRD26,TRANSFAC and JASPAR PWMs
ZNF281 (human),1/986,0.9382370224230219,1,0,0,0.3687995574405311,0.023511957494410984,ARHGAP19,TRANSFAC and JASPAR PWMs
NR3C1 (human),2/1590,0.9398459323655447,1,0,0,0.45740423098913663,0.028377046948074348,UGT1A1;MFNG,TRANSFAC and JASPAR PWMs
GATA1 (human),4/2679,0.9480496290377474,1,0,0,0.5429434320811701,0.028965177938447238,EPHB6;KLK5;ZCCHC4;CASC1,TRANSFAC and JASPAR PWMs
FOXL1 (human),11/5755,0.9483818872355686,1,0,0,0.6950477845351869,0.03683615861444188,CCDC121;IK;ANKRD26;TMCO6;CCDC7;ARHGAP19;HIST1H4I;CGGBP1;MYO16;ZNF365;ENOX1,TRANSFAC and JASPAR PWMs
WT1 (human),4/2689,0.949107197375651,1,0,0,0.5409243044051523,0.028254385073358222,NDUFA2;REPS2;PLXNA2;GFRA2,TRANSFAC and JASPAR PWMs
Prrx2 (mouse),3/2205,0.950591986037797,1,0,0,0.49474335188620905,0.0250688164566345,EPHB6;IK;PLXNA2,TRANSFAC and JASPAR PWMs
SPI1 (mouse),2/1680,0.951729940191312,1,0,0,0.43290043290043295,0.021417299006115144,TMCO6;SLC34A1,TRANSFAC and JASPAR PWMs
CRTC1 (human),1/1086,0.9538047114799182,1,0,0,0.3348401138456387,0.015836709672339844,SLC34A1,TRANSFAC and JASPAR PWMs
IRF2 (mouse),2/1706,0.954731171726376,1,0,0,0.4263028882020676,0.019748683237002324,ANKRD26;NDUFA2,TRANSFAC and JASPAR PWMs
ELK1 (mouse),2/1727,0.9570268191818292,1,0,0,0.4211191240722219,0.01849717900654504,CCDC121;APC,TRANSFAC and JASPAR PWMs
LEF1 (mouse),2/1730,0.9573457242076413,1,0,0,0.4203888596952181,0.01832504233402496,UGT1A1;GOSR1,TRANSFAC and JASPAR PWMs
RELA (human),4/2775,0.9574386616753199,1,0,0,0.5241605241605242,0.022797639124823847,SIRT4;PLXNA2;OIP5;GFRA2,TRANSFAC and JASPAR PWMs
RBPJ (mouse),2/1735,0.9578723094898095,1,0,0,0.41917736442232123,0.018041728489499576,NDUFA2;SIRT4,TRANSFAC and JASPAR PWMs
POU2F1 (mouse),2/1735,0.9578723094898095,1,0,0,0.41917736442232123,0.018041728489499576,IL25;UGT1A9,TRANSFAC and JASPAR PWMs
HIF1A (mouse),1/1124,0.9586482997354305,1,0,0,0.3235198964736331,0.013662571278668795,MYO16,TRANSFAC and JASPAR PWMs
CBEPB (mouse),5/3275,0.9591423284404832,1,0,0,0.5551700208188758,0.023159362510159993,IK;ANKRD26;UGT1A1;CCDC7;GFRA2,TRANSFAC and JASPAR PWMs
HMGA1 (mouse),2/1748,0.9592130545542114,1,0,0,0.41605991262741837,0.017325594144350236,UGT1A5;CGGBP1,TRANSFAC and JASPAR PWMs
SP3 (mouse),1/1129,0.9592472743202448,1,0,0,0.32208712456719546,0.013400882946696327,EPHB6,TRANSFAC and JASPAR PWMs
Stat3 (mouse),2/1762,0.9606121202860063,1,0,0,0.4127541017438861,0.01658634709275461,PLAGL2;MYO16,TRANSFAC and JASPAR PWMs
NR3C1 (mouse),2/1775,0.9618708061437478,1,0,0,0.4097311139564661,0.015928352156915276,PLXNA2;UGT1A5,TRANSFAC and JASPAR PWMs
SRF (mouse),2/1782,0.9625328146887187,1,0,0,0.40812162024283244,0.015584989375889324,IK;UGT1A5,TRANSFAC and JASPAR PWMs
NFATC3 (mouse),2/1801,0.9642756647871884,1,0,0,0.40381606178385754,0.014690047318098497,ARHGAP19;REPS2,TRANSFAC and JASPAR PWMs
BRCA1 (human),2/1809,0.9649864421514647,1,0,0,0.40203025277652144,0.014328851631065637,CASC1;ZNF365,TRANSFAC and JASPAR PWMs
SP1 (mouse),3/2360,0.9651720290060544,1,0,0,0.4622496147919877,0.016386251986603005,CGGBP1;NUDT4;C1QL1,TRANSFAC and JASPAR PWMs
MAX (human),2/1934,0.9745002025751288,1,0,0,0.37604587759706687,0.009713472655288977,ANKRD26;APC,TRANSFAC and JASPAR PWMs
SP3 (human),1/1332,0.9775372968494941,1,0,0,0.273000273000273,0.006202247476320471,GFRA2,TRANSFAC and JASPAR PWMs
PCBP1 (human),1/1360,0.9793195369235187,1,0,0,0.26737967914438504,0.005587512986155704,GFRA2,TRANSFAC and JASPAR PWMs
SREBF1 (human),3/2587,0.9795077783811514,1,0,0,0.4216888638999192,0.0087311102873087,CORT;GFRA2;ZNF365,TRANSFAC and JASPAR PWMs
TFAP2A (human),5/3613,0.9797096832063689,1,0,0,0.5032332737840627,0.010315775272069092,CCL25;SLC34A1;POM121L1P;GFRA2;ENOX1,TRANSFAC and JASPAR PWMs
NR1I2 (human),1/1387,0.9809063098461865,1,0,0,0.26217473946385267,0.005054290809881602,OIP5,TRANSFAC and JASPAR PWMs
AHR (human),1/1391,0.9811309835431234,1,0,0,0.2614208221684857,0.0049798857325703905,CCDC121,TRANSFAC and JASPAR PWMs
SAMD9L (human),1/1415,0.9824255174830513,1,0,0,0.25698682942499196,0.004556568529376839,MAGEB2,TRANSFAC and JASPAR PWMs
GFI1 (human),1/1427,0.9830396685217935,1,0,0,0.25482576288462766,0.004358999834379754,ANKRD26,TRANSFAC and JASPAR PWMs
MTF1 (human),1/1440,0.9836812237689706,1,0,0,0.25252525252525254,0.004154897474875044,ANKRD26,TRANSFAC and JASPAR PWMs
USF1 (human),1/1441,0.9837295751505439,1,0,0,0.25235000946312536,0.004139610548697214,APC,TRANSFAC and JASPAR PWMs
RUNX2 (human),1/1458,0.9845303476874154,1,0,0,0.24940765681506422,0.003888404014380777,ENOX1,TRANSFAC and JASPAR PWMs
GLI2 (human),1/1465,0.9848487119460966,1,0,0,0.24821594787465096,0.003789572830131897,TMCO6,TRANSFAC and JASPAR PWMs
ELF3 (human),1/1488,0.9858501300430493,1,0,0,0.2443792766373412,0.003482632908186517,TTC39A,TRANSFAC and JASPAR PWMs
UBTF (human),1/1493,0.9860590709569987,1,0,0,0.243560859769835,0.003419354924512966,TTC39A,TRANSFAC and JASPAR PWMs
MIR133B (human),1/1500,0.9863465067465089,1,0,0,0.24242424242424243,0.00333274167146933,C1QL1,TRANSFAC and JASPAR PWMs
JUN (mouse),1/1699,0.9924734049696999,1,0,0,0.21402964310557013,0.0016170073904677909,INPP4A,TRANSFAC and JASPAR PWMs
TBP (mouse),3/3182,0.9953496064056476,1,0,0,0.34283755213987777,0.0015980482196637361,TMLHE;REPS2;MYO16,TRANSFAC and JASPAR PWMs
Gata1 (mouse),1/1863,0.9954147835743388,1,0,0,0.19518860098570245,8.970401161225264e-4,PLAGL2,TRANSFAC and JASPAR PWMs
FOXC1 (human),26/13142,0.9984001292393988,1,0,0,0.719414507270237,0.00115189191992899,EPHB6;METTL2B;CCDC121;IL25;GOSR1;CASC1;REPS2;UGT1A9;POM121L1P;UGT1A8;ZNF365;IK;UGT1A1;SIRT4;MYO16;TTC39A;ENOX1;INPP4A;POM121L4P;APC;POM121L8P;CCDC7;MAGEB2;KIF2C;ZCCHC4;CGGBP1,TRANSFAC and JASPAR PWMs
ETS1 (human),4/4827,0.9997443603370829,1,0,0,0.30133529201273146,7.704310053090878e-5,CCDC7;KIF2C;HIST1H4I;TTC39A,TRANSFAC and JASPAR PWMs
CEBPZ human,1/6,0.016388876219180396,1,0,0,60.60606060606061,249.16075476398422,APC,TRRUST Transcription Factors 2019
CDX2 mouse,1/13,0.035176210749711605,1,0,0,27.972027972027977,93.63315400919967,CCL25,TRRUST Transcription Factors 2019
AHR human,1/22,0.058814417525785305,1,0,0,16.528925619834713,46.8325331920071,UGT1A1,TRRUST Transcription Factors 2019
NR1I2 human,1/26,0.06913688806581876,1,0,0,13.986013986013988,37.3659699954409,UGT1A1,TRRUST Transcription Factors 2019
NR3C1 human,1/38,0.09944194356123134,1,0,0,9.569377990430622,22.087859204842182,UGT1A1,TRRUST Transcription Factors 2019
PPARA human,1/39,0.10192318840173634,1,0,0,9.324009324009324,21.29170913073254,UGT1A9,TRRUST Transcription Factors 2019
EZH2 human,1/40,0.10439772086926839,1,0,0,9.090909090909092,20.541340313872976,APC,TRRUST Transcription Factors 2019
USF2 human,1/47,0.12153299209628249,1,0,0,7.7369439071566735,16.306147103866287,APC,TRRUST Transcription Factors 2019
USF1 human,1/65,0.1641308259668801,1,0,0,5.594405594405595,10.109602516680466,APC,TRRUST Transcription Factors 2019
PPARG human,1/66,0.1664369577851922,1,0,0,5.5096418732782375,9.879551918355762,UGT1A9,TRRUST Transcription Factors 2019
YY1 human,1/91,0.2221024731436683,1,0,0,3.9960039960039966,6.01245319829309,APC,TRRUST Transcription Factors 2019
E2F1 human,1/134,0.3094321217186774,1,0,0,2.7137042062415198,3.183219882887201,KIF2C,TRRUST Transcription Factors 2019
RELA human,1/301,0.566202267560045,1,0,0,1.2080942313500453,0.6871687120962552,REPS2,TRRUST Transcription Factors 2019
NFKB1 human,1/303,0.5686212841851811,1,0,0,1.2001200120012,0.6775165290732754,REPS2,TRRUST Transcription Factors 2019
SP1 human,1/472,0.7316212507658041,1,0,0,0.7704160246533128,0.24074908776101175,KIF2C,TRRUST Transcription Factors 2019
SARS-dORF6 84Hour GSE47960,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,METTL2B;APC;NUDT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 12Hour GSE47961,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,METTL2B;SIRT4;NUDT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 24Hour GSE40844,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,ANKRD26;KIF2C;NUDT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 6Hour GSE47962,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,ANKRD26;TMCO6;NDUFA2,Virus Perturbations from GEO down
icSARA deltaORF6 36Hour GSE33267,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CCL25;MFNG;UGT1A8,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 12Hour GSE40844,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,SIRT4;KLK5;ENOX1,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 7day-MOI-10^4 GSE43301,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,UGT1A1;NDUFA2;KLK5,Virus Perturbations from GEO down
A CA 04 2009 4dayMOI-10^4 GSE37569,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,APC;CASC1;TTC39A,Virus Perturbations from GEO down
RSV-A2 24Hour-KO RSV GSE18170,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,CCL25;NUDT4;ENOX1,Virus Perturbations from GEO down
SARS-CoV MA15 Day4-PFU-10^3 GSE33266,3/300,0.04951333058749944,1,0,0,3.6363636363636367,10.92913942132928,IK;ZNF174;ZNF365,Virus Perturbations from GEO down
A-CA-04-2009(H1N1)MA Day3 GSE36328,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CCL25;APC,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 12Hour GSE47962,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CCDC121;NUDT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 18Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,TTC39A;NUDT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 18hour GSE47962,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,TMCO6;SIRT4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 24Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,REPS2;OIP5,Virus Perturbations from GEO down
cSARS Bat SRBD 12Hour GSE37827,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,SCGB1D2;SLC34A1,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 30Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,IK;REPS2,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 36Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,OIP5;CASC1,Virus Perturbations from GEO down
cSARS Bat SRBD 60Hour GSE37827,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;TTC39A,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 3Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;CCDC7,Virus Perturbations from GEO down
hMPV 12Hour GSE8961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,OIP5;ZCCHC4,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 48Hour GSE37571,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;REPS2,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 6Hour GSE47961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,TMLHE;REPS2,Virus Perturbations from GEO down
icSARA deltaORF6 12Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,KLK5;GFRA2,Virus Perturbations from GEO down
icSARA deltaORF6 30Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,MFNG;UGT1A8,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 0Hour GSE40844,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;MYO16,Virus Perturbations from GEO down
icSARA deltaORF6 60Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,MFNG;SIRT4,Virus Perturbations from GEO down
A-Netherlands-602-2009(H1N1) 36Hour GSE40844,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,SIRT4;TTC39A,Virus Perturbations from GEO down
icSARS CoV 0Hour GSE37827,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CCDC121;TTC39A,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day2-10^2pfu GSE33263,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L9P;ARHGAP19,Virus Perturbations from GEO down
A-VN-1203-2004(H5N1) Day2-10^4pfu GSE33263,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,IL25;ZNF365,Virus Perturbations from GEO down
icSARS CoV 3Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,MAGEB2;GFRA2,Virus Perturbations from GEO down
icSARS CoV 72Hour GSE33267,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,UGT1A8;NUDT4,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 1day-MOI-10^4 GSE44441,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,UGT1A1;CASC1,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 2day-MOI-10^4 GSE44441,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,ZNF174;TMLHE,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 4day-MOI-10^4 GSE44441,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CASC1;MYO16,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 18Hour GSE43203,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,NUDT4;ZNF365,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 3Hour GSE43203,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,INPP4A;SCGB1D2,Virus Perturbations from GEO down
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 18Hour GSE43204,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,TMLHE;MFNG,Virus Perturbations from GEO down
Dhori Virus 48Hour GSE17400,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CCDC121;ARHGAP19,Virus Perturbations from GEO down
HCV JFH1 96Hour-Huh7 5 1c2 GSE29889,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,KIF2C;UGT1A8,Virus Perturbations from GEO down
HCoV-EMC2012 0Hour GSE45042,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;IK,Virus Perturbations from GEO down
HHV-8 72Hour GSE6489,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,MFNG;OIP5,Virus Perturbations from GEO down
HIV-1 LAI 12Hour-UV treatment GSE56484,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CASC1;NUDT4,Virus Perturbations from GEO down
HIV Infected-mDC GSE42058,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,SLC34A1;POM121L8P,Virus Perturbations from GEO down
SARS-BatSRBD 60Hour GSE47961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;TTC39A,Virus Perturbations from GEO down
SARS-BatSRBD 84Hour GSE47962,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;NUDT4,Virus Perturbations from GEO down
SARS-CoV MA15 Day2 GSE49263,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;REPS2,Virus Perturbations from GEO down
SARS-CoV MA15 Day4-PFU-10^4 GSE33266,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,ZNF174;ZNF365,Virus Perturbations from GEO down
SARS-CoV MA15 Day4 GSE49262,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,APC;KLK5,Virus Perturbations from GEO down
SARS-CoV MA15 Day7-PFU-10^4 GSE33266,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,POM121L1P;CGGBP1,Virus Perturbations from GEO down
SARS-CoV 60Hour GSE47960,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;ZCCHC4,Virus Perturbations from GEO down
SARS-CoV 72Hour GSE47961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,CORT;NUDT4,Virus Perturbations from GEO down
SARS-CoV 84Hour GSE47961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;NUDT4,Virus Perturbations from GEO down
SARS-CoV 96Hour GSE47961,2/300,0.19963676191554863,1,0,0,2.4242424242424248,3.906074555466271,METTL2B;SIRT4,Virus Perturbations from GEO down
SARS-dORF6 36Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IK,Virus Perturbations from GEO down
SARS-dORF6 60Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,METTL2B,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 0Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L1P,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 0Hour GSE37571,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO down
A-CA-04-2009(H1N1) 0Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCL25,Virus Perturbations from GEO down
SARS-ddORF6 0Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO down
