Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
Type II diabetes mellitus WP1584,4/22,0.0041179695511214046,0.02557475826485925,0,0,5.932077710218004,32.581314337818505,SURF1;IRS1;SLC2A2;PHKA2,WikiPathways 2019 Human
Glycolysis and Gluconeogenesis WP157,6/51,0.0045169050631738185,0.030575972735330467,0,0,3.8384032242587085,20.727101967960593,GOT1;MPC1;SLC2A2;ALDOB;PCK1;FBP1,WikiPathways 2019 Mouse
Folic Acid Network WP1273,4/23,0.004865750620414658,0.031717485525665924,0,0,5.674161288034612,30.217940479949597,GPX4;CBS;KMO;MSRB1,WikiPathways 2019 Mouse
Nuclear Receptors WP170,5/38,0.005787626830183966,0.03547740082917964,0,0,4.292950974499871,22.117424853212306,AR;RXRA;NR5A2;NR1I3;NR1I2,WikiPathways 2019 Human
Nuclear Receptors WP509,5/38,0.005787626830183966,0.03637936864687064,0,0,4.292950974499871,22.117424853212306,AR;RXRA;NR5A2;NR1I3;NR1I2,WikiPathways 2019 Mouse
Estrogen Receptor Pathway WP2881,3/13,0.006512991289391761,0.038913061880922924,0,0,7.529175555276698,37.901541750564725,ACOX1;CYP1A2;PCK1,WikiPathways 2019 Human
Retinol metabolism WP1259,5/39,0.0064747865594685285,0.039295256360912446,0,0,4.182875308487054,21.08102077102312,SULT1A1;RXRA;RETSAT;ALDH1A1;DHRS3,WikiPathways 2019 Mouse
Dopamine metabolism WP2436,3/13,0.006512991289391761,0.03941194728965271,0,0,7.529175555276698,37.901541750564725,MAOB;MAOA;SOD1,WikiPathways 2019 Human
Oxidative Damage WP3941,5/40,0.00721715662043849,0.04205552993638231,0,0,4.078303425774878,20.111314125320895,C4B;C5;C1S;C1R;C2,WikiPathways 2019 Human
Mitochondrial complex I assembly model OXPHOS system WP4324,6/56,0.0071637415154974,0.04226607494143466,0,0,3.4956886506641807,17.26423750803468,NDUFB8;NDUFB11;NDUFA2;NDUFS3;NDUFC1;NDUFV1,WikiPathways 2019 Human
Oxidation by Cytochrome P450 WP1274,5/40,0.00721715662043849,0.042340652173239145,0,0,4.078303425774878,20.111314125320895,CYP39A1;CYP27A1;CYB5A;POR;CYP1A2,WikiPathways 2019 Mouse
Steroid Biosynthesis WP55,3/14,0.00810258025995865,0.0460017459920233,0,0,6.991377301328361,33.66748578945261,HSD17B2;HSD17B4;F13B,WikiPathways 2019 Mouse
Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs) WP688,2/5,0.008819136779563417,0.050763811706755285,0,0,13.05057096247961,61.74004939055002,FMO3;FMO5,WikiPathways 2019 Human
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,11/158,0.009572428053266323,0.05443597639929764,0,0,2.2714601358746154,10.55971922622693,C4B;C4A;AR;KCNJ8;MAOA;PAH;ACADM;FMO3;IL6R;PPARGC1A;HSPD1,WikiPathways 2019 Human
Glucuronidation WP1241,3/16,0.01191170259569142,0.0655143642763028,0,0,6.117455138662317,27.10175744715062,UGT1A10;UGT1A1;UGT1A5,WikiPathways 2019 Mouse
Selenium Metabolism and Selenoproteins WP28,5/46,0.012947587893278547,0.0727531129241366,0,0,3.546350805021633,15.41544000018797,SELENBP1;GPX4;CTH;SEPHS2;MSRB1,WikiPathways 2019 Human
Leptin Insulin Overlap WP3935,3/17,0.014140060700953217,0.0776059145447665,0,0,5.7576048363880625,24.52016116880774,IRS1;LEPR;IRS2,WikiPathways 2019 Human
Cells and Molecules involved in local acute inflammatory response  WP4493,3/17,0.014140060700953217,0.07851892530411668,0,0,5.7576048363880625,24.52016116880774,C5;C6;KNG1,WikiPathways 2019 Human
Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346,5/49,0.016719876067425435,0.08407709108191076,0,0,3.329227286346839,13.62039179541357,CYP27A1;EBP;ACSL1;SC5D;MSMO1,WikiPathways 2019 Mouse
Alpha6-Beta4 Integrin Signaling Pathway WP488,6/67,0.016635091041657137,0.0861110595097546,0,0,2.921769618465584,11.968272201686073,AR;IRS1;IRS2;PIK3R1;MET;EGFR,WikiPathways 2019 Mouse
Leptin Insulin Overlap WP578,3/18,0.016588441977033932,0.08847169054418097,0,0,5.43773790103317,22.28955460886042,IRS1;LEPR;IRS2,WikiPathways 2019 Mouse
Selenium metabolism/Selenoproteins WP108,5/50,0.018123286881556375,0.08860273586538672,0,0,3.2626427406199023,13.08501663813393,SELENBP1;GPX4;CTH;SEPHS2;MSRB1,WikiPathways 2019 Mouse
Molybdenum cofactor (Moco) biosynthesis WP4507,2/7,0.01778011884995323,0.09429456288963961,0,0,9.321836401771149,37.563965177761915,MARC2;AOX1,WikiPathways 2019 Human
Disorders of the Krebs cycle WP4236,2/7,0.01778011884995323,0.09536609201338551,0,0,9.321836401771149,37.563965177761915,FH;SUCLG1,WikiPathways 2019 Human
"Cerebral Organic Acidurias, including diseases WP4519",2/7,0.01778011884995323,0.09646225399055088,0,0,9.321836401771149,37.563965177761915,GCDH;ALDH7A1,WikiPathways 2019 Human
HCV JFH-1 24Hour GSE20948,20/300,0.0010101369863584181,0.10875808219792303,0,0,2.1750951604132682,15.003087171871789,CFH;GOT1;ACSL1;SHMT2;CNBP;SLC43A1;MRPS18B;ACSL5;CPN1;NCOR1;ENOSF1;CTH;ASL;PHGDH;ANG;SMPDL3A;AAMP;SULT2A1;PCK2;ABCG2,Virus Perturbations from GEO up
Glycerophospholipid Biosynthetic Pathway WP2533,3/21,0.025268902716262805,0.13252135646751162,0,0,4.6609182008855745,17.14369974790265,PCYT2;CEPT1;LPIN2,WikiPathways 2019 Human
Melatonin metabolism and effects WP3298,4/37,0.025940703712113773,0.1345495840892055,0,0,3.527181341210705,12.881061582847858,SULT1A1;MAOA;CYP1A2;APOE,WikiPathways 2019 Human
Heme Biosynthesis WP18,2/9,0.029268520853132737,0.13922323432841519,0,0,7.25031720137756,25.602629792462366,ALAD;ALAS1,WikiPathways 2019 Mouse
Pyrimidine metabolism and related diseases WP4225,2/9,0.029268520853132737,0.14541833518609107,0,0,7.25031720137756,25.602629792462366,DPYS;UPB1,WikiPathways 2019 Human
NAD+ biosynthetic pathways WP3645,3/22,0.02860852998390157,0.14677419730871238,0,0,4.449058282663502,15.812177166420007,TDO2;QPRT;SIRT5,WikiPathways 2019 Human
Heme Biosynthesis WP561,2/9,0.029268520853132737,0.14696533875190054,0,0,7.25031720137756,25.602629792462366,ALAD;ALAS1,WikiPathways 2019 Human
Composition of Lipid Particles WP3601,2/9,0.029268520853132737,0.1485456112115984,0,0,7.25031720137756,25.602629792462366,LCAT;APOE,WikiPathways 2019 Human
IL-9 Signaling Pathway WP10,3/24,0.03595145491251818,0.16224246319495383,0,0,4.078303425774878,13.56274765574396,IRS1;IRS2;PIK3R1,WikiPathways 2019 Mouse
Leptin and adiponectin WP683,2/10,0.0358540041989392,0.16606065102666576,0,0,6.525285481239805,21.71810783058625,LEPR;ADIPOR2,WikiPathways 2019 Mouse
SIDS Susceptibility Pathways WP1266,5/61,0.03881470319151915,0.17078469404268423,0,0,2.674297328376969,8.688674767738956,C4B;AR;MAOA;PPARGC1A;HSPD1,WikiPathways 2019 Mouse
Vitamin D Metabolism WP1531,2/10,0.0358540041989392,0.1726845916520337,0,0,6.525285481239805,21.71810783058625,CYP27A1;RXRA,WikiPathways 2019 Human
Liver X Receptor Pathway WP2874,2/10,0.0358540041989392,0.17446484517421962,0,0,6.525285481239805,21.71810783058625,RXRA;CYP3A4,WikiPathways 2019 Human
Leptin and adiponectin WP3934,2/10,0.0358540041989392,0.17628218731145107,0,0,6.525285481239805,21.71810783058625,LEPR;ADIPOR2,WikiPathways 2019 Human
Oxidative phosphorylation WP1248,5/62,0.04119872611889652,0.17685306821770214,0,0,2.631163500499921,8.391695896829267,NDUFB8;NDUFA2;NDUFS3;NDUFC1;NDUFV1,WikiPathways 2019 Mouse
IL-7 Signaling Pathway WP297,4/44,0.045176391865992996,0.18490802252127367,0,0,2.966038855109002,9.18635809711355,IRS1;IRS2;PIK3R1;RAF1,WikiPathways 2019 Mouse
EPO Receptor Signaling WP1249,3/26,0.04416507696436944,0.18507270346973861,0,0,3.764587777638349,11.744839689288378,IRS1;IRS2;RAF1,WikiPathways 2019 Mouse
SARS-BatSRBD 0Hour GSE47962,19/300,0.002395299089439353,0.19342040147222778,0,0,2.066340402392605,12.468808736032203,SLC23A2;ITIH4;CYB5A;FH;MRPS18B;AMT;MRPL23;HSD17B8;ADIPOR2;CDC14B;SULT1A1;MPC1;GSTA2;NDUFS3;BLVRB;ACO1;CD302;SLC37A4;SULT1A4,Virus Perturbations from GEO up
EPO Receptor Signaling WP581,3/26,0.04416507696436944,0.21056481138568056,0,0,3.764587777638349,11.744839689288378,IRS1;IRS2;RAF1,WikiPathways 2019 Human
Adipogenesis genes WP447,8/134,0.05426505053597905,0.2170602021439162,0,0,1.9478464123103894,5.675780761711778,NCOR1;RXRA;IRS1;IRS2;PCK1;PPARGC1A;LPIN2;PCK2,WikiPathways 2019 Mouse
Adipogenesis WP236,8/130,0.04690324651289421,0.22138332354086068,0,0,2.007780148073786,6.143141440888054,NCOR1;RXRA;IRS1;IRS2;PCK1;PPARGC1A;LPIN2;PCK2,WikiPathways 2019 Human
Iron metabolism in placenta WP2007,2/12,0.050511960004026676,0.23374161884216266,0,0,5.43773790103317,16.234611957466736,TFR2;ACO1,WikiPathways 2019 Human
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,8/132,0.050497430840075054,0.23598799362886558,0,0,1.9773592367393347,5.904064102919435,RXRA;IRS1;IRS2;PIK3R1;RAF1;PCK1;CYP3A4;FBP1,WikiPathways 2019 Human
Aryl Hydrocarbon Receptor WP2586,4/46,0.051808886586507605,0.23741548027991835,0,0,2.837080644017306,8.398307933063663,GCLC;CYP1A2;RAF1;EGFR,WikiPathways 2019 Human
Vitamin D Receptor Pathway WP2877,10/182,0.05421801427893936,0.24606637249672478,0,0,1.7926608464944516,5.225143966778475,CYP2C9;DUSP10;RXRA;CBS;HSD17B2;CD14;CYP3A4;CYP3A5;KNG1;SULT2A1,WikiPathways 2019 Human
TCA Cycle WP434,3/31,0.06833431047933922,0.25055913842424377,0,0,3.157396200599905,8.472377905329992,SDHC;SUCLG1;SDHA,WikiPathways 2019 Mouse
Eicosanoid metabolism via Cyclo Oxygenases (COX) WP4347,3/31,0.06833431047933922,0.25589018392263196,0,0,3.157396200599905,8.472377905329992,ACOX2;ACOX1;EHHADH,WikiPathways 2019 Mouse
Kennedy pathway WP1771,2/14,0.06691332994370569,0.25601621891504783,0,0,4.6609182008855745,12.604787135500246,PCYT2;CEPT1,WikiPathways 2019 Mouse
Kennedy pathway from Sphingolipids WP3933,2/13,0.05851178454270608,0.26054304060525724,0,0,5.019450370184465,14.24784590215695,PCYT2;CEPT1,WikiPathways 2019 Human
Cannabinoid receptor signaling WP3869,3/29,0.058063564659057175,0.26100954780071417,0,0,3.3751476627102437,9.606402405843399,CYP2C9;FAAH;CYP3A4,WikiPathways 2019 Human
Cholesterol Biosynthesis WP103,2/15,0.07568454527788943,0.2611858817433047,0,0,4.3501903208265364,11.228629893956562,SC5D;MSMO1,WikiPathways 2019 Mouse
Keap1-Nrf2 WP1245,2/14,0.06691332994370569,0.26170546822427115,0,0,4.6609182008855745,12.604787135500246,GCLC;GSTA2,WikiPathways 2019 Mouse
Eicosanoid metabolism via Lipo Oxygenases (LOX) WP4348,3/32,0.0737571825738249,0.2649237578161874,0,0,3.0587275693311584,7.974032109521401,ACOX2;ACOX1;EHHADH,WikiPathways 2019 Mouse
AMP-activated Protein Kinase (AMPK) Signaling WP1403,5/69,0.06032797856441421,0.266119681143958,0,0,2.364233870014422,6.63867246707619,GYS2;LEPR;PIK3R1;ADIPOR2;ACACB,WikiPathways 2019 Human
Biogenic Amine Synthesis WP522,2/15,0.07568454527788943,0.26640959937817077,0,0,4.3501903208265364,11.228629893956562,MAOA;PAH,WikiPathways 2019 Mouse
Extracellular vesicle-mediated signaling in recipient cells WP2870,3/30,0.06310145180004406,0.27577671527426667,0,0,3.2626427406199023,9.014719418515561,RAF1;MET;EGFR,WikiPathways 2019 Human
IL-2 Signaling Pathway WP450,5/76,0.08372050101958442,0.28336169575859343,0,0,2.1464754872499356,5.3238417552914035,IRS1;IRS2;PIK3R1;RAF1;ETS2,WikiPathways 2019 Mouse
ERK Pathway in Huntington's Disease WP3853,2/14,0.06691332994370569,0.2897531351690742,0,0,4.6609182008855745,12.604787135500246,RAF1;EGFR,WikiPathways 2019 Human
Phytochemical activity on NRF2 transcriptional activation WP3,2/15,0.07568454527788943,0.31895629795681973,0,0,4.3501903208265364,11.228629893956562,GCLC;GSTA2,WikiPathways 2019 Human
Cholesterol Biosynthesis Pathway WP197,2/15,0.07568454527788943,0.32182977811859287,0,0,4.3501903208265364,11.228629893956562,SC5D;MSMO1,WikiPathways 2019 Human
Biogenic Amine Synthesis WP550,2/15,0.07568454527788943,0.3247555033742165,0,0,4.3501903208265364,11.228629893956562,MAOA;PAH,WikiPathways 2019 Human
Alpha 6 Beta 4 signaling pathway WP244,3/33,0.07936487329797183,0.3315063734216168,0,0,2.966038855109002,7.515050898432028,IRS1;IRS2;PIK3R1,WikiPathways 2019 Human
Leptin signaling pathway WP2034,5/76,0.08372050101958442,0.3466322498354723,0,0,2.1464754872499356,5.3238417552914035,IRS1;LEPR;PIK3R1;RAF1;ACACB,WikiPathways 2019 Human
ACE Inhibitor Pathway WP554,2/17,0.09421562399596527,0.38669369153126615,0,0,3.8384032242587085,9.066958070523983,AGTR1;KNG1,WikiPathways 2019 Human
Signaling Pathways in Glioblastoma WP2261,5/82,0.10704764544090101,0.43557317800090756,0,0,1.9894163052560379,4.445313450713304,IRS1;PIK3R1;RAF1;MET;EGFR,WikiPathways 2019 Human
Amyotrophic lateral sclerosis (ALS) WP2447,3/38,0.10998083923861139,0.4436833856463639,0,0,2.5757705846999226,5.685882503053759,CCS;SLC1A2;SOD1,WikiPathways 2019 Human
Pyrimidine metabolism WP4022,5/85,0.11978401604074022,0.4751097106825999,0,0,1.9192016121293543,4.072670615550999,DPYS;POLR2C;POLR2E;ENPP1;UPB1,WikiPathways 2019 Human
Aflatoxin B1 metabolism WP1262,1/5,0.1441524956613349,0.47869507993198007,0,0,6.525285481239805,12.638718056120203,CYP1A2,WikiPathways 2019 Mouse
Pathways in clear cell renal cell carcinoma WP4018,5/85,0.11978401604074022,0.4791360641629609,0,0,1.9192016121293543,4.072670615550999,SHMT2;PHGDH;ALDOB;ACACB;EGFR,WikiPathways 2019 Human
Bladder Cancer WP2828,3/40,0.12332054982123117,0.4850608292968426,0,0,2.4469820554649266,5.121455670837223,PIK3R1;RAF1;EGFR,WikiPathways 2019 Human
Triacylglyceride Synthesis WP386,2/23,0.1558086384122226,0.48968429215269954,0,0,2.837080644017306,5.274492379775046,LIPC;PLPP3,WikiPathways 2019 Mouse
Selenium Micronutrient Network WP1272,2/23,0.1558086384122226,0.4985876429191123,0,0,2.837080644017306,5.274492379775046,GPX4;KMO,WikiPathways 2019 Mouse
Purine metabolism WP2185,8/171,0.15571270387841654,0.5075080719000242,0,0,1.5263825687110653,2.8386787043985935,ENTPD5;POLR2C;AK2;ADK;POLR2E;ENPP1;AK4;PAPSS2,WikiPathways 2019 Mouse
SARS-CoV MA15 Day7-PFU-10^3 GSE33266,17/300,0.011502214079579605,0.5307450211006018,0,0,1.8488308863512777,8.255428762288927,FGB;CNBP;HPN;ACSL5;PEBP1;SLC2A2;PMF1;AGMAT;DHRS4;C4A;GRHPR;APOM;DUSP10;AKAP9;PXMP2;KLKB1;MET,Virus Perturbations from GEO up
Globo Sphingolipid Metabolism WP1424,2/22,0.14505744346381386,0.5348993227728136,0,0,2.966038855109002,5.72631010883444,ST6GAL1;ST3GAL1,WikiPathways 2019 Human
Metabolic reprogramming in colon cancer WP4290,3/42,0.13721204466660178,0.535240372583769,0,0,2.3304591004427873,4.628822601790766,FH;SHMT2;ALDOB,WikiPathways 2019 Human
miR-517 relationship with ARCN1 and USP1 WP3596,1/5,0.1441524956613349,0.5357478578909454,0,0,6.525285481239805,12.638718056120203,ID2,WikiPathways 2019 Human
Mecp2 and Associated Rett Syndrome WP2910,3/47,0.17402990086948825,0.5373554833864901,0,0,2.082537919544618,3.6413761767108213,GAMT;NCOR1;APOC2,WikiPathways 2019 Mouse
TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer WP2868,1/5,0.1441524956613349,0.539999825017064,0,0,6.525285481239805,12.638718056120203,EGFR,WikiPathways 2019 Human
Sulindac Metabolic Pathway WP2542,1/5,0.1441524956613349,0.5443198236172005,0,0,6.525285481239805,12.638718056120203,CYP1A2,WikiPathways 2019 Human
Non-small cell lung cancer WP4255,4/66,0.1439150957143652,0.5478058482030675,0,0,1.9773592367393347,3.8331736939858194,RXRA;PIK3R1;RAF1;EGFR,WikiPathways 2019 Human
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680,4/66,0.1439150957143652,0.5522595542860192,0,0,1.9773592367393347,3.8331736939858194,FZD5;RAF1;EGFR;SOD1,WikiPathways 2019 Human
AGE/RAGE pathway WP2324,4/66,0.1439150957143652,0.5567862719441014,0,0,1.9773592367393347,3.8331736939858194,IRS1;RAF1;EGFR;SOD1,WikiPathways 2019 Human
Novel Jun-Dmp1 Pathway WP3654,2/26,0.18885699211959295,0.5633700103906502,0,0,2.5097251850922326,4.18312261458804,RAF1;ETS2,WikiPathways 2019 Mouse
NRF2-ARE regulation WP4357,2/23,0.1558086384122226,0.5700905219423958,0,0,2.837080644017306,5.274492379775046,GCLC;GSTA2,WikiPathways 2019 Human
Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling WP3855,2/26,0.18885699211959295,0.5730832864318682,0,0,2.5097251850922326,4.18312261458804,PIK3R1;RAF1,WikiPathways 2019 Mouse
icSARA deltaORF6 12Hour GSE33267,16/300,0.023206102895239365,0.5765824027047934,0,0,1.7400761283306145,6.548498060378394,RBM47;CXADR;SLC16A1;OXSM;ECI2;UBR4;PEBP1;HSD17B10;MRPL20;AFTPH;ZNHIT1;REEP5;PAH;ENPP1;CD302;RAF1,Virus Perturbations from GEO up
Prostaglandin Synthesis and Regulation WP98,3/45,0.1589755161549158,0.5772034125009251,0,0,2.1750951604132682,4.000011038751726,HSD11B1;AKR1C2;PPARGC1A,WikiPathways 2019 Human
Alzheimers Disease WP2075,4/75,0.19786107708752648,0.5803924927900777,0,0,1.7400761283306145,2.8192541605947836,CHP1;ITPR2;APOE;HSD17B10,WikiPathways 2019 Mouse
Triacylglyceride Synthesis WP325,2/24,0.16670475081260624,0.5960957756329556,0,0,2.718868950516585,4.870937983838173,LIPC;PLPP3,WikiPathways 2019 Human
IL1 and megakaryocytes in obesity WP2865,2/24,0.16670475081260624,0.6006461250652683,0,0,2.718868950516585,4.870937983838173,SELENBP1;F2,WikiPathways 2019 Human
Metastatic brain tumor WP2249,1/6,0.1703907441060749,0.6046949715644162,0,0,5.43773790103317,9.622952608420624,PIK3R1,WikiPathways 2019 Human
SARS-BatSRBD 12Hour GSE47962,17/300,0.011502214079579605,0.6192025246173688,0,0,1.8488308863512777,8.255428762288927,ZNF274;NDUFB8;OXSM;IDH1;KLHL2;DBI;PIK3R1;ETFB;FMO5;EBP;GCLC;MRPL40;ALDH2;ALDH1A1;MXI1;ACO1;SULT1A2,Virus Perturbations from GEO up
hMPV 6Hour GSE8961,16/300,0.023206102895239365,0.6246309362635262,0,0,1.7400761283306145,6.548498060378394,HSPA9;AHCY;GCH1;TPMT;IRS2;TFPI;PRDX6;CDC14B;RCL1;EPB41L4B;LYRM1;ALDH6A1;MRPL40;AADAC;ST7;GNE,Virus Perturbations from GEO up
MTHFR deficiency WP4288,2/25,0.17772684136708114,0.6260229039198679,0,0,2.6101141924959217,4.508991860240337,BHMT;ALDH7A1,WikiPathways 2019 Human
ApoE and miR-146 in inflammation and atherosclerosis WP3592,1/8,0.2204823956722028,0.6361459284968474,0,0,4.078303425774878,6.166139581989312,APOE,WikiPathways 2019 Mouse
SARS-CoV MA15 Day4-PFU-10^5 GSE50000,16/300,0.023206102895239365,0.6814155668329377,0,0,1.7400761283306145,6.548498060378394,ACY1;ST13;RPN1;ERLIN1;ETFDH;ETFA;PROX1;AKR1C4;LIN7C;CLU;TUFM;ACADL;ST7;ANGPTL3;CD14;ZC3H14,Virus Perturbations from GEO up
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3675,2/31,0.24556753884127122,0.6860299497787895,0,0,2.104930800399937,2.9557085981923166,IRS1;PPARGC1A,WikiPathways 2019 Mouse
ACE Inhibitor Pathway WP396,1/9,0.244384137265008,0.6937356154619582,0,0,3.62515860068878,5.107899070504856,KNG1,WikiPathways 2019 Mouse
Prolactin Signaling Pathway WP2037,4/76,0.20420222114409128,0.7139514694815636,0,0,1.7171803897999485,2.7279891749180294,IRS1;IRS2;PIK3R1;RAF1,WikiPathways 2019 Human
PDGFR-beta pathway WP3972,2/29,0.2227310218078297,0.7151635530156164,0,0,2.250098441806829,3.379176274459851,PIK3R1;RAF1,WikiPathways 2019 Human
Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864,3/53,0.22127918806911087,0.715368334031646,0,0,1.8467789097848504,2.7855521813272692,GCLC;APOE;HSPD1,WikiPathways 2019 Human
Insulin Signaling WP481,7/160,0.22078750136742614,0.7187013837615527,0,0,1.427406199021207,2.1561749604710845,GYS2;GRB14;IRS1;ENPP1;IRS2;PIK3R1;RAF1,WikiPathways 2019 Human
Insulin signalling in human adipocytes (normal condition) WP3634,1/8,0.2204823956722028,0.7226922969255536,0,0,4.078303425774878,6.166139581989312,IRS1,WikiPathways 2019 Human
Osteoblast WP238,1/10,0.2675541566409035,0.724454331827677,0,0,3.2626427406199023,4.301576764779511,SLC17A2,WikiPathways 2019 Mouse
Interferon type I signaling pathways WP585,3/54,0.22939698076889325,0.7266803686101854,0,0,1.81257930034439,2.6686627438814607,IRS1;IRS2;PIK3R1,WikiPathways 2019 Human
Insulin signalling in human adipocytes (diabetic condition) WP3635,1/8,0.2204823956722028,0.7277460892117463,0,0,4.078303425774878,6.166139581989312,IRS1,WikiPathways 2019 Human
IL-4 Signaling Pathway WP395,3/54,0.22939698076889325,0.7315903711007947,0,0,1.81257930034439,2.6686627438814607,IRS1;IRS2;PIK3R1,WikiPathways 2019 Human
Glucocorticoid and Mineralcorticoid Metabolism WP237,1/8,0.2204823956722028,0.7328710616709839,0,0,4.078303425774878,6.166139581989312,HSD11B1,WikiPathways 2019 Human
Nanoparticle-mediated activation of receptor signaling WP2643,2/28,0.2113746433551936,0.7335943504680249,0,0,2.3304591004427873,3.621820459160744,RAF1;EGFR,WikiPathways 2019 Human
Signaling of Hepatocyte Growth Factor Receptor WP193,2/34,0.2799414928185543,0.7353686975532172,0,0,1.9192016121293543,2.443478844384053,RAF1;MET,WikiPathways 2019 Mouse
Macrophage markers WP2271,1/10,0.2675541566409035,0.7357739307624845,0,0,3.2626427406199023,4.301576764779511,CD14,WikiPathways 2019 Mouse
FTO Obesity Variant Mechanism WP3407,1/8,0.2204823956722028,0.7380687287750335,0,0,4.078303425774878,6.166139581989312,PPARGC1A,WikiPathways 2019 Human
SREBF and miR33 in cholesterol and lipid homeostasis WP2084,1/11,0.29001481899160747,0.739747944094535,0,0,2.966038855109002,3.6714318770165093,PPARGC1A,WikiPathways 2019 Mouse
HCV JFH-1 12Hour GSE20948,17/300,0.011502214079579605,0.7430430295408426,0,0,1.8488308863512777,8.255428762288927,SLC23A2;GCH1;GOT1;SHMT2;CNBP;GBA3;CCNB1IP1;CPN1;RCL1;ALDH6A1;KYNU;ENOSF1;CTH;ESD;GAS2;SEPHS2;PCK2,Virus Perturbations from GEO up
Effects of Nitric Oxide WP1995,1/8,0.2204823956722028,0.7433406482662838,0,0,4.078303425774878,6.166139581989312,AOX1,WikiPathways 2019 Human
Glycogen Metabolism WP317,2/34,0.2799414928185543,0.7465106475161447,0,0,1.9192016121293543,2.443478844384053,GYS2;PHKA2,WikiPathways 2019 Mouse
RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018,3/55,0.23756918491126203,0.7475510351874378,0,0,1.7796233130654011,2.5578461688369236,TAB2;PIK3R1;PAPSS2,WikiPathways 2019 Human
Dual hijack model of Vif in HIV infection WP3300,1/8,0.2204823956722028,0.7486884227142426,0,0,4.078303425774878,6.166139581989312,ELOB,WikiPathways 2019 Human
SARS-CoV MA15 Day4-PFU-10^2 GSE33266,16/300,0.023206102895239365,0.7495571235162315,0,0,1.7400761283306145,6.548498060378394,APCS;PHYH;HSDL2;ACSM3;IRS1;SLC1A2;SIRT5;ITPR2;ANXA10;EDF1;IQGAP2;RCL1;POR;BHMT;AGTR1;SDC1,Virus Perturbations from GEO up
Ptf1a related regulatory pathway WP201,1/11,0.29001481899160747,0.7506265903312194,0,0,2.966038855109002,3.6714318770165093,PROX1,WikiPathways 2019 Mouse
SARS-ddORF6 24Hour GSE47961,15/300,0.04419582589097631,0.7513290401465972,0,0,1.6313213703099512,5.088295156955408,PHF3;NDUFB8;SS18L1;MGST2;KLHL2;PHKA2;PEX14;ERP44;MRPL40;CPS1;MARC2;CRYL1;ANG;CD302;SULT1A4,Virus Perturbations from GEO up
GABA receptor Signaling WP4159,2/31,0.24556753884127122,0.7526485606044158,0,0,2.104930800399937,2.9557085981923166,ABAT;ALDH9A1,WikiPathways 2019 Human
Caloric restriction and aging WP4191,1/8,0.2204823956722028,0.7541137011397081,0,0,4.078303425774878,6.166139581989312,PPARGC1A,WikiPathways 2019 Human
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850,2/31,0.24556753884127122,0.757567832242353,0,0,2.104930800399937,2.9557085981923166,IRS1;PPARGC1A,WikiPathways 2019 Human
Macrophage markers WP4146,1/9,0.244384137265008,0.7588770578229195,0,0,3.62515860068878,5.107899070504856,CD14,WikiPathways 2019 Human
ApoE and miR-146 in inflammation and atherosclerosis WP3926,1/8,0.2204823956722028,0.7596181807100709,0,0,4.078303425774878,6.166139581989312,APOE,WikiPathways 2019 Human
Alzheimers Disease WP2059,4/83,0.25007435140063594,0.761516734587743,0,0,1.5723579472867,2.17928339744669,CHP1;ITPR2;APOE;HSD17B10,WikiPathways 2019 Human
Cytosine methylation WP3585,1/9,0.244384137265008,0.7639027337025415,0,0,3.62515860068878,5.107899070504856,IDH1,WikiPathways 2019 Human
SARS-CoV 84Hour GSE47960,15/300,0.04419582589097631,0.7930695423769637,0,0,1.6313213703099512,5.088295156955408,GABARAPL1;ZNF274;GALT;GCH1;C1S;C1R;AK2;ABAT;MSMO1;LIN7C;CYP2C18;HSD17B10;EIF5;NSMCE4A;NMRK1,Virus Perturbations from GEO up
miRNA regulation of prostate cancer signaling pathways WP3981,2/33,0.26848328605736504,0.8071599427966644,0,0,1.9773592367393347,2.600161384728039,AR;RAF1,WikiPathways 2019 Human
MET in type 1 papillary renal cell carcinoma WP4205,3/59,0.2706958221079438,0.8086609369300599,0,0,1.6589708850609672,2.167875991056049,PIK3R1;RAF1;MET,WikiPathways 2019 Human
"Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases WP4518",1/10,0.2675541566409035,0.8095228329135029,0,0,3.2626427406199023,4.301576764779511,GCLC,WikiPathways 2019 Human
Regulation of Actin Cytoskeleton WP523,6/152,0.3232150285009876,0.8126549288024831,0,0,1.2878852923499613,1.4545858860754795,PIK3R1;CD14;RAF1;F2;ARHGAP35;EGFR,WikiPathways 2019 Mouse
