Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
Tamoxifen metabolism WP691,1/21,0.056216290109268874,1,0,0,17.316017316017316,49.844999211915784,UGT1A8,WikiPathways 2019 Human
Nuclear Receptors Meta-Pathway WP2882,3/319,0.05746306125586235,1,0,0,3.419777714448561,9.768981307116444,UGT1A1;UGT1A3;UGT1A9,WikiPathways 2019 Human
NAD+ biosynthetic pathways WP3645,1/22,0.058814417525785305,1,0,0,16.528925619834713,46.8325331920071,SIRT4,WikiPathways 2019 Human
PPAR Alpha Pathway WP2878,1/26,0.06913688806581876,1,0,0,13.986013986013988,37.3659699954409,UGT1A9,WikiPathways 2019 Human
Wnt/beta-catenin Signaling Pathway in Leukemia WP3658,1/26,0.06913688806581876,1,0,0,13.986013986013988,37.3659699954409,APC,WikiPathways 2019 Human
Gastric Cancer Network 1 WP2361,1/29,0.07680571856735215,1,0,0,12.539184952978056,32.18151951207723,APC,WikiPathways 2019 Human
Extracellular vesicle-mediated signaling in recipient cells WP2870,1/30,0.07934818460888594,1,0,0,12.121212121212121,30.71405709753139,APC,WikiPathways 2019 Human
IL17 signaling pathway WP2112,1/31,0.08188377576047076,1,0,0,11.730205278592376,29.35430388164101,IL25,WikiPathways 2019 Human
Development and heterogeneity of the ILC family WP3893,1/32,0.08441251026917236,1,0,0,11.363636363636365,28.091359800301635,IL25,WikiPathways 2019 Human
Notch Signaling WP268,1/45,0.1166703193152625,1,0,0,8.080808080808081,17.360833173659394,MFNG,WikiPathways 2019 Human
Wnt Signaling Pathway WP363,1/52,0.13357498408436996,1,0,0,6.993006993006994,14.077568393633378,APC,WikiPathways 2019 Human
Copper homeostasis WP3286,1/52,0.13357498408436996,1,0,0,6.993006993006994,14.077568393633378,APC,WikiPathways 2019 Human
Mitochondrial complex I assembly model OXPHOS system WP4324,1/56,0.143091755363307,1,0,0,6.4935064935064934,12.625124731114882,NDUFA2,WikiPathways 2019 Human
Oxidative phosphorylation WP623,1/60,0.1525058751374526,1,0,0,6.0606060606060606,11.39728580718343,NDUFA2,WikiPathways 2019 Human
Endometrial cancer WP4155,1/63,0.1594997542108036,1,0,0,5.772005772005772,10.595745441596085,APC,WikiPathways 2019 Human
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680,1/66,0.1664369577851922,1,0,0,5.5096418732782375,9.879551918355762,APC,WikiPathways 2019 Human
Histone Modifications WP2369,1/67,0.16873684244821463,1,0,0,5.4274084124830395,9.657611522098323,HIST1H4I,WikiPathways 2019 Human
Chromosomal and microsatellite instability in colorectal cancer  WP4216,1/73,0.18240588726064513,1,0,0,4.981320049813201,8.475820299947756,APC,WikiPathways 2019 Human
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336,1/86,0.2112695256357926,1,0,0,4.2283298097251585,6.573448574930159,APC,WikiPathways 2019 Human
Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840,1/87,0.21344789833274336,1,0,0,4.179728317659352,6.455015724168341,KLK5,WikiPathways 2019 Human
LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258,1/94,0.2285319804611705,1,0,0,3.8684719535783367,5.7101706777042365,APC,WikiPathways 2019 Human
Wnt Signaling Pathway and Pluripotency WP399,1/102,0.24542334380987546,1,0,0,3.5650623885918007,5.008094922209838,APC,WikiPathways 2019 Human
Electron Transport Chain (OXPHOS system in mitochondria) WP111,1/103,0.2475090637397272,1,0,0,3.5304501323918798,4.929596033445069,NDUFA2,WikiPathways 2019 Human
DNA Damage Response (only ATM dependent) WP710,1/110,0.26195144837135037,1,0,0,3.3057851239669422,4.428416872572166,APC,WikiPathways 2019 Human
Wnt Signaling WP428,1/115,0.2721004612419189,1,0,0,3.16205533596838,4.115680436601518,APC,WikiPathways 2019 Human
ESC Pluripotency Pathways WP3931,1/116,0.27411375842977564,1,0,0,3.134796238244514,4.057091166160127,APC,WikiPathways 2019 Human
Spinal Cord Injury WP2431,1/118,0.27812396454732313,1,0,0,3.0816640986132513,3.9435696426640354,PLXNA2,WikiPathways 2019 Human
Ectoderm Differentiation WP2858,1/138,0.3170484671305441,1,0,0,2.635046113306983,3.0268791136641195,PLXNA2,WikiPathways 2019 Human
Endoderm Differentiation WP2853,1/141,0.3227065434583053,1,0,0,2.5789813023855577,2.916858550384591,APC,WikiPathways 2019 Human
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380,1/144,0.3283185893429043,1,0,0,2.525252525252525,2.8125526086895167,APC,WikiPathways 2019 Human
Regulation of Actin Cytoskeleton WP51,1/150,0.3394060573350531,1,0,0,2.4242424242424248,2.61953473734522,APC,WikiPathways 2019 Human
Breast cancer pathway WP4262,1/154,0.34669766518989337,1,0,0,2.361275088547816,2.5013038032950474,APC,WikiPathways 2019 Human
Nonalcoholic fatty liver disease WP4396,1/155,0.3485081846108929,1,0,0,2.346041055718475,2.4729467772520697,NDUFA2,WikiPathways 2019 Human
Insulin Signaling WP481,1/160,0.3574871455507493,1,0,0,2.272727272727273,2.3378542590816496,INPP4A,WikiPathways 2019 Human
EGF/EGFR Signaling Pathway WP437,1/162,0.3610446105700949,1,0,0,2.244668911335578,2.2867648783335657,REPS2,WikiPathways 2019 Human
Chemokine signaling pathway WP3929,1/164,0.3645827347443586,1,0,0,2.2172949002217295,2.237254482979635,CCL25,WikiPathways 2019 Human
Vitamin D Receptor Pathway WP2877,1/182,0.39557236813680974,1,0,0,1.9980019980019983,1.8529900692485193,IL25,WikiPathways 2019 Human
Ciliary landscape WP4352,1/216,0.45011265954977075,1,0,0,1.6835016835016836,1.34386763130673,APC,WikiPathways 2019 Human
Oxidative Stress WP412,1/28,0.07425635936300792,1,0,0,12.987012987012987,33.76924489584765,UGT1A1,WikiPathways 2019 Mouse
Notch Signaling Pathway WP29,1/46,0.11910495002095219,1,0,0,7.905138339920949,16.820160012614917,MFNG,WikiPathways 2019 Mouse
Wnt Signaling Pathway WP403,1/60,0.1525058751374526,1,0,0,6.0606060606060606,11.39728580718343,APC,WikiPathways 2019 Mouse
Oxidative phosphorylation WP1248,1/62,0.15717478081657915,1,0,0,5.865102639296188,10.852767385526858,NDUFA2,WikiPathways 2019 Mouse
Delta-Notch Signaling Pathway WP265,1/83,0.20469880592331144,1,0,0,4.381161007667032,6.949466022487533,MFNG,WikiPathways 2019 Mouse
Wnt Signaling Pathway and Pluripotency WP723,1/97,0.23490930472582544,1,0,0,3.7488284910965324,5.4303871665149845,APC,WikiPathways 2019 Mouse
Spinal Cord Injury WP2432,1/99,0.2391320690843626,1,0,0,3.6730945821854917,5.255240732272873,PLXNA2,WikiPathways 2019 Mouse
Electron Transport Chain WP295,1/103,0.2475090637397272,1,0,0,3.5304501323918798,4.929596033445069,NDUFA2,WikiPathways 2019 Mouse
Wnt Signaling Pathway NetPath WP539,1/108,0.257853055534351,1,0,0,3.367003367003367,4.56351989397111,APC,WikiPathways 2019 Mouse
ESC Pluripotency Pathways WP339,1/118,0.27812396454732313,1,0,0,3.0816640986132513,3.9435696426640354,APC,WikiPathways 2019 Mouse
Regulation of Actin Cytoskeleton WP523,1/152,0.34306179381896656,1,0,0,2.3923444976076556,2.5594370601337215,APC,WikiPathways 2019 Mouse
Insulin Signaling WP65,1/159,0.35570112781545765,1,0,0,2.2870211549456836,2.3640124170151484,INPP4A,WikiPathways 2019 Mouse
mRNA processing WP310,2/457,0.35894983073620385,1,0,0,1.5914064054107817,1.630511474059804,TTC39A;ENOX1,WikiPathways 2019 Mouse
EGFR1 Signaling Pathway WP572,1/178,0.38881666298746886,1,0,0,2.042900919305414,1.9298209393996952,REPS2,WikiPathways 2019 Mouse
Chemokine signaling pathway WP2292,1/190,0.408864566053961,1,0,0,1.9138755980861244,1.7117154298924617,CCL25,WikiPathways 2019 Mouse
PluriNetWork WP1763,1/292,0.5551508520040852,1,0,0,1.2453300124533002,0.7328958863702808,APC,WikiPathways 2019 Mouse
